Structure [idcode],Compound-ID,Product-ID,Provider,Molweight,Substance Name,Amount (g),Price,Currency,Stock (g),Smiles
dknLpCe]CDZHDHRYV]jn`BJV@@ !Bb@JH__x@b@JH@ha}?`C~@H`B@Oy??ox@,,EN300-280803,Enamine,286.53,5-bromo-3-chloro-2-hydroxybenzene-1-sulfonamide,0.1,306,USD,6.64,NS(c1cc(Br)cc(Cl)c1O)(=O)=O
dknLpCI]BHxHfHRYgeia``bV@@ !BmpK~@K]}b@Jw@k\B?`Bw_[]}@Oy??ox@,,EN300-7536725,Enamine,242.08,"3,5-dichloro-2-hydroxybenzene-1-sulfonamide",0.1,110,USD,10,NS(c1cc(Cl)cc(Cl)c1O)(=O)=O
dknL`NI]BHrJJKQFYa``bZ@@ !BmpJw__x@?g~w@k\Bmww~@Ox@mpJH@ox@,,EN300-8225581,Enamine,201.61,methyl 3-amino-5-chloro-4-hydroxybenzoate,0.1,68,USD,10,COC(c(cc1N)cc(Cl)c1O)=O
dknL`FI]BHrJJJZFGi`bHZ@@ !BmpK~@K]}b@Jw@oy?mpK~@K]}mpJH@ox@,,EN300-177149,Enamine,201.61,methyl 4-amino-3-chloro-2-hydroxybenzoate,0.1,347,USD,10,COC(c(c(O)c1Cl)ccc1N)=O
dknHPChLRHaAYgU^GS``Jh`@ !Bq_Fw@ox@mwvH@k\BmpJw_[]}mpJw@k]},,EN300-27118140,Enamine,264.55,"6-chloro-1,2,3,4-tetrahydroisoquinolin-7-ol hydrobromide",0.1,457,USD,10,Oc(cc(CNCC1)c1c1)c1Cl.Br
dknHHNHHaYCY@yCHhhmDYFFBBJh@@ !BmpK~@K]}b@Jw@k\B?`Bw_[]}mwtBm?vH,,EN300-7361372,Enamine,211.57,2-amino-6-chloro-4-(trifluoromethyl)phenol,0.1,54,USD,7.218,Nc1cc(C(F)(F)F)cc(Cl)c1O
dknHPAhLRHaAYgm^gS``@@@@ !Bq]Fw@k]}?`C~_{\BmpJw__x@mpJw@ox@,,EN300-6740841,Enamine,260.52,7-chloroquinolin-8-ol hydrobromide,0.1,54,USD,10,Oc(c(nccc1)c1cc1)c1Cl.Br
dknD`MK`bDfYy]XXHHk`@@ !BmpK~@K]}b@Jw@k\B?`Bw_[]}b@Jw__x@,,EN300-11609,Enamine,197.62,3-chloro-5-ethoxy-4-hydroxybenzonitrile,0.1,202,USD,10,CCOc1cc(C#N)cc(Cl)c1O
dklLpFtpbBbAbLbbbffLzXHbI`@@ !BmpJw__x@?g~w@h`BmpJw__x@?`BH@k\B,,EN300-8173582,Enamine,241.46,"3,4,5-trichloro-2-hydroxybenzoic acid",0.1,426,USD,1.851,OC(c(cc(c(Cl)c1Cl)Cl)c1O)=O
dklLpDs`bHBEbLbdLTVbgYXHH`@@ !B?K^w_PJwb@JH__x@?g~H@h`BbGw~@Ox@,,EN300-199038,Enamine,241.09,3-chloro-2-hydroxy-5-methylbenzene-1-sulfonyl chloride,0.1,868,USD,0,Cc(cc1Cl)cc(S(Cl)(=O)=O)c1O
dklLpAWPbFbCbLbbbbbezXBbF`@@ !Bmwvw@oy?mww~@Ha}mwvw@oy?b@Jw@k]},,EN300-18160,Enamine,241.46,"2,3,5-trichloro-6-hydroxybenzoic acid",1,19,USD,10,OC(c(c(O)c(cc1Cl)Cl)c1Cl)=O
dklL`B{PbDfYy]XXHHi`@@ !BmpK~@K]}b@Jw@k\B?`Bw_[]}b@Jw@ox@,,EN300-07587,Enamine,200.62,3-chloro-5-ethoxy-4-hydroxybenzaldehyde,0.1,20,USD,10,CCOc1cc(C=O)cc(Cl)c1O
dklL`BtpbDfYwV[hHBi`@@ !BmpJw__x@?g~w@k\B?`C~@H`B?`BH?K_|,,EN300-109533,Enamine,200.62,3-(3-chloro-4-hydroxyphenyl)propanoic acid,0.1,277,USD,0.661,OC(CCc(cc1)cc(Cl)c1O)=O
dklL`BtpbDfYovXXHHi`@@ !Bmww~_{\BbGvw_[]}?`Bw@h`B?`BH?K_|,,EN300-5067594,Enamine,200.62,3-(2-chloro-3-hydroxyphenyl)propanoic acid,0.1,241,USD,10,OC(CCc1cccc(O)c1Cl)=O
dklL`BWPbLbbbfQfXXHHf`@@ !BmpJw__x@?g~w@k\Bb@K~@Ox@mpJH@ox@,,EN300-31010711,Enamine,200.62,methyl 3-chloro-4-hydroxy-2-methylbenzoate,0.1,287,USD,10,Cc(c(Cl)c(cc1)O)c1C(OC)=O
dklL`BWPbDfYo{XXHHf`@@ !Bmww~_{\BbGvw_[]}?`Bw@h`BbGw~@Hc|,,EN300-8160086,Enamine,200.62,methyl 2-(2-chloro-3-hydroxyphenyl)acetate,0.1,241,USD,10,COC(Cc1cccc(O)c1Cl)=O
dklLPBtpbIbLbbbfRLXXHHi`@@ !Bmww~_{\BbGvw_[]}?`Bw@k\Bb@K~@Ha},,EN300-6477300,Enamine,221.04,"2-(2,6-dichloro-3-hydroxyphenyl)acetic acid",0.1,466,USD,3.593,OC(Cc(c(Cl)c(cc1)O)c1Cl)=O
dklLPBtpbIbDfYy~[hHBi`@@ !BmpK~@K]}b@Jw@k\Bmww~@K]}b@K~@Ha},,EN300-380665,Enamine,221.04,"2-(3,5-dichloro-2-hydroxyphenyl)acetic acid",0.1,156,USD,0,OC(Cc1cc(Cl)cc(Cl)c1O)=O
dklLPBWPqNbLbbbtQfXXHHf`@@ !BmpJw__x@?g~w@k\Bmww~@Ox@mpJH@ox@,,EN300-342134,Enamine,265.49,methyl 3-bromo-5-chloro-4-hydroxybenzoate,0.1,20,USD,10,COC(c(cc1Cl)cc(Br)c1O)=O
dklLPBWPbNbLbbbtQfXXHHf`@@ !Bb@JH__x@?g~H@h`BbGw~@Ox@mpJH@ox@,,EN300-49254,Enamine,221.04,"methyl 3,5-dichloro-4-hydroxybenzoate",0.5,19,USD,10,COC(c(cc1Cl)cc(Cl)c1O)=O
dklLPBWPbAbDfYu{[hHBf`@@ !B?`Bw@h`Bmww~@Ox@b@JH@ox@mpJH@ox@,,EN300-20921370,Enamine,221.04,"methyl 2,4-dichloro-5-hydroxybenzoate",0.1,277,USD,10,COC(c(c(Cl)c1)cc(O)c1Cl)=O
dklLPBWPbIdLbbbtReXXHHf`@@ !BmpK~@K]}b@Jw@k\B?`Bw_[]}mpJH@ox@,,EN300-8153052,Enamine,204.58,methyl 3-chloro-5-fluoro-2-hydroxybenzoate,0.1,241,USD,10,COC(c1cc(F)cc(Cl)c1O)=O
dklLHItpqFbABEbDfUgZkh@biP@@ !Bb@JH__x@b@JH@ha}?`C~@H`B_?{~@@C~,,EN300-282387,Enamine,305.96,5-bromo-3-chloro-2-hydroxybenzene-1-sulfonyl chloride,0.1,257,USD,8.722,Oc(c(S(Cl)(=O)=O)cc(Br)c1)c1Cl
dklLHDs`bHBEbCbLbdLTVbgYXHH`@@ !B@O{~@@C~?g~H_[]}b@K~_?y?bGvw_[]},,EN300-725114,Enamine,261.51,"3,5-dichloro-2-hydroxybenzene-1-sulfonyl chloride",0.5,19,USD,10,Oc(c(Cl)cc(Cl)c1)c1S(Cl)(=O)=O
dklLHDppbHBIbMbLbdLRTVEYX@b`@@ !B@O{~@@C~?g~w_Xa}?g?~_{]}bGvH__y?,,EN300-271004,Enamine,261.51,"3,5-dichloro-4-hydroxybenzene-1-sulfonyl chloride",1,19,USD,10,Oc(c(Cl)cc(S(Cl)(=O)=O)c1)c1Cl
dklLHBtpqNbIBEbLbbbtQdXXHHiP@@ !Bb@JH__x@?g~H@h`BbGw~@Ox@_?{~@@C~,,EN300-33051453,Enamine,305.96,3-bromo-5-chloro-4-hydroxybenzene-1-sulfonyl chloride,0.1,347,USD,10,Oc(c(Cl)cc(S(Cl)(=O)=O)c1)c1Br
dklLHBtpbNbIBEdLbbbtQdXXHHiP@@ !Bb@JH__x@?g~H@h`BbGw~@Ox@_?{~@@C~,,EN300-22863177,Enamine,245.06,"3,5-dichloro-4-hydroxybenzene-1-sulfonyl fluoride",0.1,98,USD,8.916,Oc(c(Cl)cc(S(F)(=O)=O)c1)c1Cl
dklLHDppbHBNbMbLbdLTVReYXHB`@@ !B@O{~@@C~?g~H_[]}b@K~_?y?mwvw__y?,,EN300-199042,Enamine,261.51,"2,5-dichloro-4-hydroxybenzene-1-sulfonyl chloride",0.1,342,USD,5.669,Oc(c(Cl)c1)cc(Cl)c1S(Cl)(=O)=O
dklLHBtpbNBIbEdDfYyZXXHHiP@@ !BmpK~@K]}b@Jw@k\B?`Bw_[]}_?{~@@C~,,EN300-6485398,Enamine,245.06,"3,5-dichloro-2-hydroxybenzene-1-sulfonyl fluoride",0.1,113,USD,10,Oc(c(S(F)(=O)=O)cc(Cl)c1)c1Cl
dklHhFBHJHVPvPNPrJJJZVSa`bBj@@ !Bmww~_{\BbGvw__x@mwvw@oy??g|@?g?~,,EN300-20921375,Enamine,231,"2,3-dichloro-4-(trifluoromethyl)phenol",0.1,257,USD,10,Oc1ccc(C(F)(F)F)c(Cl)c1Cl
dklHhBBHDHVPvPNPRYg]in``Jj@@ !Bmwvw@oy??`Bw_[]}?g?~_{_}m?tBm?vH,,EN300-746628,Enamine,228.62,2-chloro-4-[(trifluoromethyl)sulfanyl]phenol,0.1,317,USD,10,Oc(ccc(SC(F)(F)F)c1)c1Cl
dklH`BBHRYg^en``Jj@@ !BmpJw__x@?g~w@k\B?`C~@Ox@@Oy??h`B,,EN300-110533,Enamine,198.69,2-chloro-4-(2-methylbutan-2-yl)phenol,0.25,19,USD,10,CCC(C)(C)c(cc1)cc(Cl)c1O
dklDPBTHbXcHhhmDiVFBBIh@@ !BmpK~@K]}b@Jw@k\B?`Bw_[]}mpJH@ox@,,EN300-08141,Enamine,219.07,"1-(3,5-dichloro-2-hydroxyphenyl)propan-1-one",0.1,61,USD,9.474,CCC(c1cc(Cl)cc(Cl)c1O)=O
dklDPBTHahcHhhihX^fBHah@@ !BmpK~@K]}b@Jw@oy?mpK~@K]}mpJH@ox@,,EN300-70341,Enamine,219.07,"1-(3,4-dichloro-2-hydroxyphenyl)propan-1-one",0.1,98,USD,2.05,CCC(c(c(O)c1Cl)ccc1Cl)=O
dklB`Be]BHRYgema``bZ@@ !Bb@JH__x@?g~H@h`BbGw~@Ox@b@K~_x`B,,EN300-124324,Enamine,202.59,3-chloro-2-hydroxy-5-methoxybenzoic acid,0.1,366,USD,10,COc(cc1C(O)=O)cc(Cl)c1O
dklB`B{SBHRYgeya``bf@@ !BmpK~@K]}b@Jw@k\B?`Bw_[]}b@Jw@oy?,,EN300-14822,Enamine,202.59,3-chloro-4-hydroxy-5-methoxybenzoic acid,0.25,19,USD,10,COc1cc(C(O)=O)cc(Cl)c1O
dklBPFE]BHNHrJJJJJWi`JHZ@@ !Bmwvw@oy?mww~@Ha}mwvw@oy?b@Jw@k]},,EN300-138962,Enamine,223.01,"2,5-dichloro-3,6-dihydroxybenzoic acid",0.1,156,USD,10,OC(c(c(O)c(cc1O)Cl)c1Cl)=O
dklBPBe]BHF`RYggen``Jj@@ !Bb@JH__x@?g~H@h`B?`BH__x@b@K~_x`B,,EN300-305702,Enamine,202.4,(3-chloro-2-hydroxy-5-methoxyphenyl)boronic acid,0.1,783,USD,0,COc(cc1B(O)O)cc(Cl)c1O
dklBPBWSCDfHRYgeYn``Jf@@ !BmpK~@K]}b@Jw@k\Bmww~@K]}mpJH@k\B,,EN300-27114387,Enamine,267.46,"3-bromo-5-chloro-2,6-dihydroxybenzoic acid",0.1,188,USD,4.608,OC(c(c(O)c(cc1Cl)Br)c1O)=O
dk^L`IISBHrJJKIJEngXHBfR@@ !BbOs~@Hc}m?rH?Hc|bGu`YV@ZFa|lF@C~,,EN300-301950,Enamine,197.58,"5-chloro-6-hydroxy-2,3-dihydro-1H-indole-2,3-dione",0.1,152,USD,10,Oc(cc(c(C1=O)c2)NC1=O)c2Cl
dk^H`MHHaIf]yV{S``JjH@@ !Bmwvw@oy??`Bw_[]}?g?~_qaSYuMeGqh_,,EN300-1968704,Enamine,197.66,2-chloro-4-(pyrrolidin-3-yl)phenol,0.1,347,USD,1.565,Oc(ccc(C1CNCC1)c1)c1Cl
dk^H`IHHaIf^Uv{S``B@@@@ !Bmwvw@oy??`Bw_[_}?g~w@oy?m?vw_[_|,,EN300-315816,Enamine,193.63,4-amino-2-chloronaphthalen-1-ol,0.1,317,USD,10,Nc(c1c2cccc1)cc(Cl)c2O
dk^HPNHHbXaIf^UvGS``B@@@@ !Bm?rw?_x@?g~w?K\Bm?w~@Ox@m?rw@ox@,,EN300-207135,Enamine,214.05,"5,7-dichloroquinolin-8-ol",0.5,19,USD,10,Oc(c(nccc1)c1c(Cl)c1)c1Cl
dk\HPCCDVHrJIJYJFfgX@@H`@@ !BbOvH?Oy?bOvH?_y?bOrH?Xc}?g~H?Hc},,EN300-26285368,Enamine,257.51,6-bromo-1-chloronaphthalen-2-ol,0.1,83,USD,10,Oc(ccc1c2ccc(Br)c1)c2Cl
dkNLPAkSCDbHpIQQZESi``bX@@ !BYvfH@ox@bGvw@h`Bb@K~@Ha}b@JH__x@,,EN300-2347423,Enamine,268.49,2-amino-4-chloro-3-hydroxybenzoic acid hydrobromide,0.1,105,USD,4.064,Nc(c(O)c(cc1)Cl)c1C(O)=O.Br
dkNHpChLRH`Xc@eEEhbnfBBJ`@@ !BVrfH?Hc}?`C~_xc|bOrH?_x@?`BH?Ox@,,EN300-52415391,Enamine,286.98,"4-(2-aminoethyl)-2,6-dichlorophenol hydrobromide",0.1,232,USD,10,NCCc(cc1Cl)cc(Cl)c1O.Br
dkNHPIHH`xaIf]vFzB@j`@@ !BmpJw?_x@?g~w@k\B?`C~@H`B?`BH?Tif,,EN300-190578,Enamine,222.11,2-chloro-4-[(dimethylamino)methyl]phenol hydrochloride,0.1,232,USD,4.684,CN(C)Cc(cc1)cc(Cl)c1O.Cl
dkNDPEHPbCbDfYntZXHJJ@@ !BmpK~@K]}b@Jw@k\B?g?~@K]}m?vH?Mkv,,EN300-45722603,Enamine,224.09,3-(aminomethyl)-2-chloro-6-methoxyphenol hydrochloride,0.1,238,USD,10,COc1ccc(CN)c(Cl)c1O.Cl
difH`NHHaIf^XXHH@@ !BmpK~@K]}b@Jw@k\B?`Bw_P,,EN300-74934,Enamine,143.57,2-amino-6-chlorophenol,0.5,19,USD,10,Nc1cccc(Cl)c1O
difH`FHHaIf[xXH`@@ !Bmww~_{\BbGvw__x@mwvw@`,,EN300-195771,Enamine,143.57,3-amino-2-chlorophenol,0.1,37,USD,10,Nc1cccc(O)c1Cl
difH`AHHaIf_[hHB@@ !B?`BH@k\BbGw~@Ox@mpK~@@,,EN300-84106,Enamine,143.57,5-amino-2-chlorophenol,0.5,19,USD,10,Nc(cc1)cc(O)c1Cl
difH`AHHaIf][hHB@@ !BmpJw__x@?g~w@k\B?`C~@@,,EN300-54468,Enamine,143.57,4-amino-2-chlorophenol,0.25,19,USD,10,Nc(cc1)cc(Cl)c1O
didH`BBHRYgvzB@`@@ !B?`BH@k\BbGw~@Ox@mpK~@@,,EN300-20825,Enamine,142.59,2-chloro-5-methylphenol,0.5,19,USD,10,Cc(cc1)cc(O)c1Cl
didH`BBHRYgVzB@`@@ !BmpJw__x@?g~w@k\B?`C~@@,,EN300-64815,Enamine,142.59,2-chloro-4-methylphenol,0.5,19,USD,10,Cc(cc1)cc(Cl)c1O
didH`BBHRYfvFBB@@@ !Bmww~_{\BbGvw_[]}?`Bw@`,,EN300-123562,Enamine,142.59,2-chloro-3-methylphenol,0.1,19,USD,10,Cc1cccc(O)c1Cl
didH`BBHRYgfzB@`@@ !BmpK~@K]}b@Jw@k\Bmww~@@,,EN300-78795,Enamine,142.59,2-chloro-6-methylphenol,1,19,USD,10,Cc1cccc(Cl)c1O
didHPNCDJHRYgfFBB@@@ !BmpK~@K]}b@Jw@k\B?`Bw_P,,EN300-119394,Enamine,207.45,3-bromo-2-chlorophenol,0.1,20,USD,10,Oc1cccc(Br)c1Cl
didHPFBHJHRYf~FBH@@@ !Bmww~_{\BbGvw__x@mwvw@`,,EN300-20355,Enamine,163,"2,3-dichlorophenol",1,19,USD,10,Oc1cccc(Cl)c1Cl
didHPFBlFHrJIJFn`BH@@ !Bb@K~@Ha}b@JH@ox@bGvH@`,,EN300-3187601,Enamine,254.45,2-chloro-5-iodophenol,0.5,19,USD,10,Oc(cc(cc1)I)c1Cl
didHPFCDFHrJIJFn`BH@@ !Bb@K~@Ha}b@JH@ox@bGvH@`,,EN300-37474,Enamine,207.45,5-bromo-2-chlorophenol,0.25,19,USD,10,Oc(cc(cc1)Br)c1Cl
didHPBCDzHRYgfFBB@@@ !Bmwvw@oy??`Bw_[]}mpK~_p,,EN300-199809,Enamine,207.45,2-bromo-6-chlorophenol,0.1,19,USD,10,Oc(c(Cl)ccc1)c1Br
didHPBBlzHRYgfFBB@@@ !Bmwvw@oy??`Bw_[]}mpK~_p,,EN300-3218271,Enamine,254.45,2-chloro-6-iodophenol,0.1,19,USD,10,Oc(c(Cl)ccc1)c1I
didHPBBHFPRYgvzB@`@@ !Bmwvw@oy??`Bw_[]}?g~w_P,,EN300-115639,Enamine,146.55,2-chloro-5-fluorophenol,0.25,19,USD,10,Oc(cc(cc1)F)c1Cl
didHPBBHzPRYgfFBB@@@ !Bmwvw@oy??`Bw_[]}mpK~_p,,EN300-122095,Enamine,146.55,2-chloro-6-fluorophenol,1,19,USD,10,Oc(c(F)ccc1)c1Cl
didHPBBHFHRYgVzB@`@@ !Bmwvw@oy??`Bw_[]}?g?~_p,,EN300-19384,Enamine,163,"2,4-dichlorophenol",0.5,19,USD,10,Oc(ccc(Cl)c1)c1Cl
didHPBBHzHRYgfFBB@@@ !BbGvH@oy??`BH_Xa}b@K~_p,,EN300-21048,Enamine,163,"2,6-dichlorophenol",1,19,USD,10,Oc(c(Cl)ccc1)c1Cl
didHPBBHFPRYgVzB@`@@ !Bmwvw@oy??`Bw_[]}?g?~_p,,EN300-21349,Enamine,146.55,2-chloro-4-fluorophenol,0.25,19,USD,10,Oc(ccc(F)c1)c1Cl
didHPBBHFHRYgvzB@`@@ !Bmwvw@oy??`Bw_[]}?g~w_P,,EN300-20748,Enamine,163,"2,5-dichlorophenol",1,19,USD,10,Oc(cc(cc1)Cl)c1Cl
didHPBBHDHRYgvzB@`@@ !Bmwvw@oy??`Bw_[]}?g~w_P,,EN300-7144099,Enamine,160.62,2-chloro-5-sulfanylphenol,0.1,515,USD,3.537,Oc(cc(cc1)S)c1Cl
didHPACDZHrJIJFn`BH@@ !B?`BH@k\B?`C~@H`BmpK~@@,,EN300-18158,Enamine,207.45,4-bromo-2-chlorophenol,1,19,USD,10,Oc(ccc(Br)c1)c1Cl
didD`BxHaIf^XXHH@@ !BmpK~@K]}b@Jw@k\B?`Bw_P,,EN300-255943,Enamine,144.56,"3-chlorobenzene-1,2-diol",0.1,29,USD,10,Oc1cccc(Cl)c1O
didD`BDHaIf][hHB@@ !BmpJw__x@?g~w@k\B?`C~@@,,EN300-133981,Enamine,144.56,"2-chlorobenzene-1,4-diol",0.25,19,USD,10,Oc(cc1)cc(Cl)c1O
didD`BDHaIf_[hHB@@ !B?`BH@k\BbGw~@Ox@mpK~@@,,EN300-21163,Enamine,144.56,"4-chlorobenzene-1,3-diol",1,19,USD,10,Oc(cc1)cc(O)c1Cl
dg~H`MHHaIf]yUnNxHB@@@@ !Bm?vw@oy??`Bw?[_}?g?~_xa}mww~_?y?m?t,,EN300-313105,Enamine,205.64,2-chloro-4-(pyridin-3-yl)phenol,0.1,272,USD,10,Oc(ccc(-c1cnccc1)c1)c1Cl
dg~HPNHHbXaIf^UyatxH@`H@@ !BbOrH?_x@?g~H?H`BbOw~@Ox@bOrH@ox@bOt,,EN300-19748,Enamine,228.08,"5,7-dichloro-2-methylquinolin-8-ol",1,19,USD,5.716,Cc(cc1)nc2c1c(Cl)cc(Cl)c2O
dg}H`Al`bDfYweVx{``Jjb@@ !Bm?vw@oy??`Bw?[_}?g?~_{]}bGw~_?y?bOt,,EN300-342303,Enamine,212.68,2-chloro-4-(piperazin-1-yl)phenol,0.1,306,USD,0.02,Oc(ccc(N1CCNCC1)c1)c1Cl
dg|h`IW[HHaIf]y]ntxHBZhP@ !BosGMsuLXKF^?L[|qTqaSFG?~FfAeXF\l?`@,,EN300-141371,Enamine,210.62,"4-(5-amino-4H-1,2,4-triazol-3-yl)-2-chlorophenol",0.1,272,USD,10,Nc1nnc(-c(cc2)cc(Cl)c2O)[nH]1
dg|L`BfpbLbbbrRbK\ipPEMI@@ !BbOs~@Hc}m?rH?Hc|bOvH?Xc|bOs~_xc}bOp,,EN300-10318,Enamine,210.62,6-chloro-7-hydroxy-4-methyl-2H-chromen-2-one,0.1,31,USD,10,CC(c(c(O1)c2)cc(Cl)c2O)=CC1=O
dg|H`BBHRYg^U[cnB@`@@@@ !Bm?vw@oy??`Bw?[_}?g?~_{]}bGw~_?y?bOt,,EN300-21187,Enamine,204.65,2-chloro-4-phenylphenol,1,19,USD,10,Oc(ccc(-c1ccccc1)c1)c1Cl
dgnDPMJPbKbDfY}mFzB@jh@@ !B?`BH@k\BbOw~@Ox@mpK~@K\Bb@K~@H`B[Hh,,EN300-323062,Enamine,238.11,2-chloro-5-[1-hydroxy-2-(methylamino)ethyl]phenol hydrochloride,0.1,355,USD,0.151,CNCC(c(cc1)cc(O)c1Cl)O.Cl
dglBPBW[BHzHrJJKQFXLLDDSP@@ !Bb@JH__x@?g~H@h`BbGw~@Ox@mpJH@ox@INX,,EN300-68907,Enamine,239.05,"methyl 3,5-dichloro-4-hydroxybenzoate hydrate",0.1,21,USD,0,COC(c(cc1Cl)cc(Cl)c1O)=O.O
dg^L`EH{BHRYg]n[hHBjXbT@ !BmpJw__x@?g~w@k\B?`C~@H`BbGw~@Hc|m?p,,EN300-5190109,Enamine,215.63,(2S)-2-amino-3-(3-chloro-4-hydroxyphenyl)propanoic acid,0.5,19,USD,10,N[C@@H](Cc(cc1)cc(Cl)c1O)C(O)=O
dg^HPMHHbxaIf]yQntxHBjb@@ !Bm?vw?Oy??`Bw?[]}?g?~_qaSYuMeGqh_vkd,,EN300-51738602,Enamine,234.13,2-chloro-4-(pyrrolidin-3-yl)phenol hydrochloride,0.1,342,USD,10,Oc(ccc(C1CNCC1)c1)c1Cl.Cl
dg^HPEhLRHaAYfuitxH@@`@@ !Bqt[~_{]}bGvw@oy??g~H@hc}bOvH_X`BbOt,,EN300-177024,Enamine,274.54,5-chloro-2-methylquinolin-6-ol hydrobromide,0.1,407,USD,1.778,Cc(cc1)nc(cc2)c1c(Cl)c2O.Br
dg^DPMIPbIbLbbbtReSCAADu@@@ !BmpK~@K]}b@Jw@k\B?`Bw_[]}mpJH@ox@bOp,,EN300-1709800,Enamine,234.08,"3,5-dichloro-N-ethyl-2-hydroxybenzamide",0.1,252,USD,0.476,CCNC(c1cc(Cl)cc(Cl)c1O)=O
dg]HpMm`bBbCbDfYnu^fBHb{@@ !Bb@JH__x@?g~H@k\Bb@JH__x@?`BH_X`B?`@,,EN300-59735,Enamine,247.47,"2,4,5-trichloro-6-hydroxybenzene-1,3-dicarbonitrile",0.1,416,USD,10,N#Cc(c(Cl)c(c(Cl)c1Cl)C#N)c1O
dg]DPCmaBHJHRYf{uzXHbJ|@@ !Bb@JH__x@?g~H@k\Bb@JH__x@?`BH@ox@b@H,,EN300-24220149,Enamine,229.02,"4,5-dichloro-3,6-dihydroxybenzene-1,2-dicarbonitrile",0.1,241,USD,10,N#Cc(c(C#N)c(c(Cl)c1Cl)O)c1O
dg\LpAWPbFbCbLbbbbbewS@TPu@@@ !Bmwvw@oy?mww~@Ha}mwvw@oy?mpJH@k]}?`@,,EN300-28635,Enamine,255.48,"methyl 2,3,5-trichloro-6-hydroxybenzoate",0.1,66,USD,10,COC(c(c(O)c(cc1Cl)Cl)c1Cl)=O
dg\LhDrPbHBNbMbKbLbdLTTtrgKADQ@@@ !B@O{~@@C~?g~H_[]}b@K~_{\B?g~H_[]}mwt,,EN300-199012,Enamine,295.96,"2,3,5-trichloro-6-hydroxybenzene-1-sulfonyl chloride",0.1,342,USD,2.558,Oc(c(S(Cl)(=O)=O)c(c(Cl)c1)Cl)c1Cl
dg\L`BtpbLbbbtJTs]A@UM@@@ !B?`BH@k\BbGw~@Ox@m?rH?Hc}bOs~@Hc}bOp,,EN300-222128,Enamine,214.65,methyl 3-(3-chloro-2-hydroxyphenyl)propanoate,0.1,317,USD,5.615,COC(CCc1cccc(Cl)c1O)=O
dg\L`BtpbDfYovvFBBJZ@@ !BmpJw__x@?g~w@k_|bOs~@Hc}bOs~@Hc}bOp,,EN300-2164038,Enamine,214.65,methyl 3-(2-chloro-3-hydroxyphenyl)propanoate,0.1,241,USD,10,COC(CCc1cccc(O)c1Cl)=O
dg\L`BNpbDfYwifzB@jf@@ !BmpJw__x@?g~w@k\B?`C~@Ox@@Oy??h`BmpH,,EN300-1967005,Enamine,214.65,2-(3-chloro-4-hydroxyphenyl)-2-methylpropanoic acid,0.1,347,USD,10,CC(C)(C(O)=O)c(cc1)cc(Cl)c1O
dg\LPBWPbNbLbbbtQfSCAADu@@@ !Bb@JH__x@?g~H@h`BbGw~@Ox@mpJH@ox@bOp,,EN300-16192,Enamine,235.07,"ethyl 3,5-dichloro-4-hydroxybenzoate",0.5,19,USD,0,CCOC(c(cc1Cl)cc(Cl)c1O)=O
dg\HPBBHUpRYgoZXXHHzh@@ !BmpK~@K]}b@Jw@k\B?`Bw__x@?`C~@@C~_?x,,EN300-46370797,Enamine,224.76,2-chloro-6-[2-(trimethylsilyl)ethynyl]phenol,0.1,241,USD,2.009,C[Si](C)(C)C#Cc1cccc(Cl)c1O
dg\D`BlHaIf^^en``JjP@@ !BmpK~@K]}b@Jw@k\Bmww~@K]}?`@@?g?~mpH,,EN300-8798957,Enamine,212.68,3-tert-butyl-5-chloro-4-hydroxybenzaldehyde,0.1,277,USD,10,CC(C)(C)c1cc(C=O)cc(Cl)c1O
dg\D`BdHaIf]{Yn``If`@@ !BmpJw__x@?g~w@k\B?`C~@K\Bb@K~@Hc|m?p,,EN300-32297832,Enamine,210.66,1-(3-chloro-4-hydroxyphenyl)-3-methylbut-2-en-1-one,0.1,376,USD,0.295,CC(C)=CC(c(cc1)cc(Cl)c1O)=O
dg\B`Be]BHRYgUg[hHBfh@@ !Bb@JH__x@?g~H@h`B?`C~@H`BmpJH@ox@?`@,,EN300-1722637,Enamine,216.62,methyl 5-chloro-4-hydroxy-2-methoxybenzoate,0.1,140,USD,0,COC(c(c(OC)c1)cc(Cl)c1O)=O
dg\B`Bd{BHRYgWV[hHBjX@@ !Bb@JH__x@?g~H@h`B?`C~@H`BbGvH@ha}?`@,,EN300-78918,Enamine,216.62,2-(4-chloro-5-hydroxy-2-methylphenoxy)acetic acid,0.1,396,USD,0.063,Cc(c(OCC(O)=O)c1)cc(Cl)c1O
dg\B`B{SBHRYgeyXXHHih@@ !BmpK~@K]}b@Jw@k\B?`Bw_[]}b@Jw@oy??`@,,EN300-07783,Enamine,216.62,3-chloro-5-ethoxy-4-hydroxybenzoic acid,0.1,66,USD,6.94,CCOc1cc(C(O)=O)cc(Cl)c1O
dg\B`BX{BHRYfyvxXH`jX@@ !Bmww~_{\BbGvw__x@mwvw@oy?b@Jw_[_}bOt,,EN300-8776322,Enamine,216.62,3-chloro-2-hydroxy-4-methoxy-6-methylbenzoic acid,0.1,481,USD,10,Cc(cc1OC)c(C(O)=O)c(O)c1Cl
dg\B`BT{BHRYgg^[hHBfX@@ !BmpK~@K]}b@Jw@k\Bmww~@K]}b@K~_{_}bOt,,EN300-45208431,Enamine,214.6,2-(3-chloro-5-formyl-4-hydroxyphenyl)acetic acid,0.1,306,USD,10,OC(Cc(cc1C=O)cc(Cl)c1O)=O
